   -3.00000e+00     4.82843e+00     0.00000e+00    -8.28427e-01    -0.00000e+00 
   -2.95000e+00     4.77534e+00     0.00000e+00    -7.75338e-01    -0.00000e+00 
   -2.90000e+00     4.72213e+00     0.00000e+00    -7.22132e-01    -0.00000e+00 
   -2.85000e+00     4.66880e+00     0.00000e+00    -6.68801e-01    -0.00000e+00 
   -2.80000e+00     4.61534e+00     0.00000e+00    -6.15339e-01    -0.00000e+00 
   -2.75000e+00     4.56174e+00     0.00000e+00    -5.61738e-01    -0.00000e+00 
   -2.70000e+00     4.50799e+00     0.00000e+00    -5.07987e-01    -0.00000e+00 
   -2.65000e+00     4.45408e+00     0.00000e+00    -4.54078e-01    -0.00000e+00 
   -2.60000e+00     4.40000e+00     0.00000e+00    -4.00000e-01    -0.00000e+00 
   -2.55000e+00     4.34574e+00     0.00000e+00    -3.45741e-01    -0.00000e+00 
   -2.50000e+00     4.29129e+00     0.00000e+00    -2.91288e-01    -0.00000e+00 
   -2.45000e+00     4.23663e+00     0.00000e+00    -2.36627e-01    -0.00000e+00 
   -2.40000e+00     4.18174e+00     0.00000e+00    -1.81742e-01    -0.00000e+00 
   -2.35000e+00     4.12662e+00     0.00000e+00    -1.26617e-01    -0.00000e+00 
   -2.30000e+00     4.07123e+00     0.00000e+00    -7.12315e-02    -0.00000e+00 
   -2.25000e+00     4.01556e+00     0.00000e+00    -1.55644e-02    -0.00000e+00 
   -2.20000e+00     3.95959e+00     0.00000e+00     4.04082e-02    -0.00000e+00 
   -2.15000e+00     3.90329e+00     0.00000e+00     9.67134e-02    -0.00000e+00 
   -2.10000e+00     3.84662e+00     0.00000e+00     1.53381e-01    -0.00000e+00 
   -2.05000e+00     3.78955e+00     0.00000e+00     2.10447e-01    -0.00000e+00 
   -2.00000e+00     3.73205e+00     0.00000e+00     2.67949e-01    -0.00000e+00 
   -1.95000e+00     3.67407e+00     0.00000e+00     3.25933e-01    -0.00000e+00 
   -1.90000e+00     3.61555e+00     0.00000e+00     3.84451e-01    -0.00000e+00 
   -1.85000e+00     3.55644e+00     0.00000e+00     4.43562e-01    -0.00000e+00 
   -1.80000e+00     3.49666e+00     0.00000e+00     5.03337e-01    -0.00000e+00 
   -1.75000e+00     3.43614e+00     0.00000e+00     5.63859e-01    -0.00000e+00 
   -1.70000e+00     3.37477e+00     0.00000e+00     6.25227e-01    -0.00000e+00 
   -1.65000e+00     3.31244e+00     0.00000e+00     6.87560e-01    -0.00000e+00 
   -1.60000e+00     3.24900e+00     0.00000e+00     7.51000e-01    -0.00000e+00 
   -1.55000e+00     3.18427e+00     0.00000e+00     8.15728e-01    -0.00000e+00 
   -1.50000e+00     3.11803e+00     0.00000e+00     8.81966e-01    -0.00000e+00 
   -1.45000e+00     3.05000e+00     0.00000e+00     9.50000e-01    -0.00000e+00 
   -1.40000e+00     2.97980e+00     0.00000e+00     1.02020e+00    -0.00000e+00 
   -1.35000e+00     2.90692e+00     0.00000e+00     1.09308e+00    -0.00000e+00 
   -1.30000e+00     2.83066e+00     0.00000e+00     1.16934e+00    -0.00000e+00 
   -1.25000e+00     2.75000e+00     0.00000e+00     1.25000e+00    -0.00000e+00 
   -1.20000e+00     2.66332e+00     0.00000e+00     1.33668e+00    -0.00000e+00 
   -1.15000e+00     2.56789e+00     0.00000e+00     1.43211e+00    -0.00000e+00 
   -1.10000e+00     2.45826e+00     0.00000e+00     1.54174e+00    -0.00000e+00 
   -1.05000e+00     2.32016e+00     0.00000e+00     1.67984e+00    -0.00000e+00 
   -1.00000e+00     2.00000e+00     0.00000e+00     2.00000e+00    -0.00000e+00 
   -9.50000e-01     2.00000e+00     3.12250e-01     2.00000e+00    -3.12250e-01 
   -9.00000e-01     2.00000e+00     4.35890e-01     2.00000e+00    -4.35890e-01 
   -8.50000e-01     2.00000e+00     5.26783e-01     2.00000e+00    -5.26783e-01 
   -8.00000e-01     2.00000e+00     6.00000e-01     2.00000e+00    -6.00000e-01 
   -7.50000e-01     2.00000e+00     6.61438e-01     2.00000e+00    -6.61438e-01 
   -7.00000e-01     2.00000e+00     7.14143e-01     2.00000e+00    -7.14143e-01 
   -6.50000e-01     2.00000e+00     7.59934e-01     2.00000e+00    -7.59934e-01 
   -6.00000e-01     2.00000e+00     8.00000e-01     2.00000e+00    -8.00000e-01 
   -5.50000e-01     2.00000e+00     8.35165e-01     2.00000e+00    -8.35165e-01 
   -5.00000e-01     2.00000e+00     8.66025e-01     2.00000e+00    -8.66025e-01 
   -4.50000e-01     2.00000e+00     8.93029e-01     2.00000e+00    -8.93029e-01 
   -4.00000e-01     2.00000e+00     9.16515e-01     2.00000e+00    -9.16515e-01 
   -3.50000e-01     2.00000e+00     9.36750e-01     2.00000e+00    -9.36750e-01 
   -3.00000e-01     2.00000e+00     9.53939e-01     2.00000e+00    -9.53939e-01 
   -2.50000e-01     2.00000e+00     9.68246e-01     2.00000e+00    -9.68246e-01 
   -2.00000e-01     2.00000e+00     9.79796e-01     2.00000e+00    -9.79796e-01 
   -1.50000e-01     2.00000e+00     9.88686e-01     2.00000e+00    -9.88686e-01 
   -1.00000e-01     2.00000e+00     9.94987e-01     2.00000e+00    -9.94987e-01 
   -5.00000e-02     2.00000e+00     9.98749e-01     2.00000e+00    -9.98749e-01 
    0.00000e+00     2.00000e+00     1.00000e+00     2.00000e+00    -1.00000e+00 
    5.00000e-02     2.00000e+00     9.98749e-01     2.00000e+00    -9.98749e-01 
    1.00000e-01     2.00000e+00     9.94987e-01     2.00000e+00    -9.94987e-01 
    1.50000e-01     2.00000e+00     9.88686e-01     2.00000e+00    -9.88686e-01 
    2.00000e-01     2.00000e+00     9.79796e-01     2.00000e+00    -9.79796e-01 
    2.50000e-01     2.00000e+00     9.68246e-01     2.00000e+00    -9.68246e-01 
    3.00000e-01     2.00000e+00     9.53939e-01     2.00000e+00    -9.53939e-01 
    3.50000e-01     2.00000e+00     9.36750e-01     2.00000e+00    -9.36750e-01 
    4.00000e-01     2.00000e+00     9.16515e-01     2.00000e+00    -9.16515e-01 
    4.50000e-01     2.00000e+00     8.93029e-01     2.00000e+00    -8.93029e-01 
    5.00000e-01     2.00000e+00     8.66025e-01     2.00000e+00    -8.66025e-01 
    5.50000e-01     2.00000e+00     8.35165e-01     2.00000e+00    -8.35165e-01 
    6.00000e-01     2.00000e+00     8.00000e-01     2.00000e+00    -8.00000e-01 
    6.50000e-01     2.00000e+00     7.59934e-01     2.00000e+00    -7.59934e-01 
    7.00000e-01     2.00000e+00     7.14143e-01     2.00000e+00    -7.14143e-01 
    7.50000e-01     2.00000e+00     6.61438e-01     2.00000e+00    -6.61438e-01 
    8.00000e-01     2.00000e+00     6.00000e-01     2.00000e+00    -6.00000e-01 
    8.50000e-01     2.00000e+00     5.26783e-01     2.00000e+00    -5.26783e-01 
    9.00000e-01     2.00000e+00     4.35890e-01     2.00000e+00    -4.35890e-01 
